Alterations of the Murine Gut Microbiome with Age and Allergic Airway Disease	journal of immunology research	Not Available
In vitro catabolism of quercetin by human fecal bacteria and the antioxidant capacity of its catabolites	food & nutrition research	2.162
Intestinal Microbiota Shifts towards Elevated Commensal Escherichia coli Loads Abrogate Colonization Resistance against Campylobacter jejuni in Mice	plos one	3.234
Dynamics of Apis mellifera Filamentous Virus (AmFV) Infections in Honey Bees and Relationships with Other Parasites	viruses	NO IMPACT
Managing alcoholic liver disease	clinical and molecular hepatology	NO IMPACT
Identification of a Serum-Induced Transcriptional Signature Associated With Type 1 Diabetes in the BioBreeding Rat	diabetes	8.095
Phylogenetic and environmental diversity of DsrAB-type dissimilatory (bi)sulfite reductases	the isme journal	NO IMPACT
Apolipophorin-III Mediates Antiplasmodial Epithelial Responses in Anopheles gambiae (G3) Mosquitoes	plos one	3.234
RNA-seq analysis reveals significant transcriptome changes in turbot (Scophthalmus maximus) suffering severe enteromyxosis	bmc genomics	3.986
Bioinformatic approaches for functional annotation and pathway inference in
metagenomics data	briefings in bioinformatics	9.617
Exosomes in the gut	frontiers in immunology	NO IMPACT
Grape Seed Extract Dose-Responsively Decreases Disease Severity in a Rat Model of Mucositis; Concomitantly Enhancing Chemotherapeutic Effectiveness in Colon Cancer Cells	plos one	3.234
Differential modulation of innate immunity in vitro by probiotic strains of Lactobacillus gasseri	bmc microbiology	2.729
An ambulance for retinol	elife	9.322
SCFAs Induce Mouse Neutrophil Chemotaxis through the GPR43 Receptor	plos one	3.234
Draft Genome Sequences of Bifidobacterium angulatum GT102 and Bifidobacterium adolescentis 150: Focusing on the Genes Potentially Involved in the Gut-Brain Axis	genome announcements	NO IMPACT
HIV Infection and TLR Signalling in the Liver	gastroenterology research and practice	1.749
Insight into the bacterial gut microbiome of the North American moose (Alces alces)	bmc microbiology	2.729
Whole-genome comparative analysis of virulence genes unveils similarities and differences between endophytes and other symbiotic bacteria	frontiers in microbiology	3.989
The Ecology of Antibiotic Use in the ICU: Homogeneous Prescribing of Cefepime but Not Tazocin Selects for Antibiotic Resistant Infection	plos one	3.234
"Who owns your poop?": insights regarding the intersection of human microbiome research and the ELSI aspects of biobanking and related studies	bmc medical genomics	2.873
Infections and Chronic Inflammatory Bowel Disease	viszeralmedizin	NO IMPACT
Stability of within-host–parasite communities in a wild mammal system	proceedings of the royal society b: biological sciences	NO IMPACT
Microbiology of diabetic foot infections: from Louis Pasteur to ‘crime scene investigation’	bmc medicine	7.249
Alkaliphilic Bacteria with Impact on Industrial Applications, Concepts of Early Life Forms, and Bioenergetics of ATP Synthesis	frontiers in bioengineering and biotechnology	NO IMPACT
Characterization and in vitro properties of oral lactobacilli in breastfed infants	bmc microbiology	2.729
Modulating gut microbiota as an anti-diabetic mechanism of berberine	medical science monitor : international medical journal of experimental and clinical research	NO IMPACT
Role of Endogenous Microbiota, Probiotics and Their Biological Products in Human Health 	nutrients	3.27
AHR and the Transcriptional Regulation of Type-17/22 ILC	frontiers in immunology	NO IMPACT
Molecular Phylogeny and Evolution of Parabasalia with Improved Taxon Sampling and New Protein Markers of Actin and Elongation Factor-1α	plos one	3.234
Arsenic Metabolism by Human Gut Microbiota upon in Vitro Digestion of Contaminated Soils	environmental health perspectives	7.977
The Metabolism of Polysaccharide from Atractylodes macrocephala Koidz and Its Effect on Intestinal Microflora	evidence-based complementary and alternative medicine : ecam	NO IMPACT
Mucosal Inflammatory Response to Salmonella typhimurium Infection	frontiers in immunology	NO IMPACT
Evidence-based guidelines for use of probiotics in preterm neonates	bmc medicine	7.249
Metagenomic Predictions: From Microbiome to Complex Health and Environmental Phenotypes in Humans and Cattle	plos one	3.234
Protozoacidal Trojan-Horse: Use of a Ligand-Lytic Peptide for Selective Destruction of Symbiotic Protozoa within Termite Guts	plos one	3.234
The Characterization of Feces and Urine: A Review of the Literature to Inform Advanced Treatment Technology	critical reviews in environmental science and technology	3.468
Effect of PGX, a novel functional fibre supplement, on subjective ratings of appetite in overweight and obese women consuming a 3-day structured, low-calorie diet	nutrition & diabetes	2.654
Fungal-bacterial interactions and their relevance to oral health: linking the clinic and the bench	frontiers in cellular and infection microbiology	3.719
Influence of Different Probiotic Lactic Acid Bacteria on Microbiota and Metabolism of Rats with Dysbiosis	bioscience of microbiota, food and health	NO IMPACT
Chemical composition of polyphenols extracted from strawberry pomace and their effect on physiological properties of diets supplemented with different types of dietary fibre in rats	european journal of nutrition	3.467
A Hyperlipidic Diet Combined with Short-Term Ovariectomy Increases Adiposity and Hyperleptinemia and Decreases Cytokine Content in Mesenteric Adipose Tissue	mediators of inflammation	3.236
IRF4 Transcription Factor-Dependent CD11b+ Dendritic Cells in Human and Mouse Control Mucosal IL-17 Cytokine Responses	immunity	21.561
The status of and future research into Myalgic Encephalomyelitis and Chronic Fatigue Syndrome: the need of accurate diagnosis, objective assessment, and acknowledging biological and clinical subgroups	frontiers in physiology	3.534
Tasco®: A Product of Ascophyllum nodosum Enhances Immune Response of Caenorhabditis elegans Against Pseudomonas aeruginosa Infection	marine drugs	2.853
Prebiotics Modulate the Effects of Antibiotics on Gut Microbial Diversity and Functioning in Vitro	nutrients	3.27
Drosophila as a model system to unravel the layers of innate immunity to infection	open biology	5.784
Gut Microbiota and Developmental Programming of the Brain: From Evidence in Behavioral Endophenotypes to Novel Perspective in Obesity	frontiers in cellular and infection microbiology	3.719
Interaction between ingested nutrients and gut endocrine cells in patients with irritable bowel syndrome (Review)	international journal of molecular medicine	2.088
A Simple and Effective Mass Spectrometric Approach to Identify the Adulteration of the Mediterranean Diet Component Extra-Virgin Olive Oil with Corn Oil	international journal of molecular sciences	2.862
Tracking Dengue Virus Intra-host Genetic Diversity during Human-to-Mosquito Transmission	plos neglected tropical diseases	4.446
Phylogeny-structured carbohydrate metabolism across microbiomes collected from different units in wastewater treatment process	biotechnology for biofuels	6.044
Statistical Methods for Detecting Differentially Abundant Features in Clinical Metagenomic Samples	plos computational biology	4.62
Infant gut microbiota and the hygiene hypothesis of allergic disease: impact of household pets and siblings on microbiota composition and diversity	allergy, asthma, and clinical immunology : official journal of the canadian society of allergy and clinical immunology	NO IMPACT
Naturally Occurring Culturable Aerobic Gut Flora of Adult Phlebotomus papatasi, Vector of Leishmania major in the Old World	plos one	3.234
Monotreme Lactation Protein Is Highly Expressed in Monotreme Milk and Provides Antimicrobial Protection	genome biology and evolution	4.229
Endurance exercise training programs intestinal lipid metabolism in a rat model of obesity and type 2 diabetes	physiological reports	NO IMPACT
Trade-Off between Bile Resistance and Nutritional Competence Drives Escherichia coli Diversification in the Mouse Gut	plos genetics	7.528
Computational meta'omics for microbial community studies	molecular systems biology	10.872
Blimp1 regulates the transition of neonatal to adult intestinal epithelium	nature communications	11.47
DectICO: an alignment-free supervised metagenomic classification method based on feature extraction and dynamic selection	bmc bioinformatics	2.576
Biased gene transfer and its implications for the concept of lineage	biology direct	4.658
Role of Innate Immune Response in Non-Alcoholic Fatty Liver Disease: Metabolic Complications and Therapeutic Tools	frontiers in immunology	NO IMPACT
The C-Type Lectin Receptor SIGNR3 Binds to Fungi Present in Commensal Microbiota and Influences Immune Regulation in Experimental Colitis	frontiers in immunology	NO IMPACT
Interaction with Intestinal Epithelial Cells Promotes an Immunosuppressive Phenotype in Lactobacillus casei	plos one	3.234
Comparison of the antibacterial activity of essential oils and extracts of medicinal and culinary herbs to investigate potential new treatments for irritable bowel syndrome	bmc complementary and alternative medicine	2.02
Depth-Dependent Differences in Community Structure of the Human Colonic Microbiota in Health	plos one	3.234
‘There and back again’: revisiting the pathophysiological roles of human endogenous retroviruses in the post-genomic era	philosophical transactions of the royal society b: biological sciences	NO IMPACT
Chocolate, gut microbiota, and human health Functional interactions between the gut microbiota and host metabolism	frontiers in pharmacology	3.802
Promotion of atherosclerosis by Helicobacter cinaedi infection that involves macrophage-driven proinflammatory responses	scientific reports	5.578
Type 2 Diabetes Mellitus Is Associated with Strongyloides stercoralis Treatment Failure in Australian Aboriginals	plos neglected tropical diseases	4.446
Polyphasic Analysis of a Middle Ages Coprolite Microbiota, Belgium	plos one	3.234
Increased Gut Permeability and Microbiota Change Associate with Mesenteric Fat Inflammation and Metabolic Dysfunction in Diet-Induced Obese Mice	plos one	3.234
An opportunistic pathogen isolated from the gut of an obese human causes obesity in germfree mice	the isme journal	NO IMPACT
Assessing the Probability of Detection of Horizontal Gene Transfer Events in Bacterial Populations	frontiers in microbiology	3.989
Improved Metabolic Health Alters Host Metabolism in Parallel with Changes in Systemic Xeno-Metabolites of Gut Origin	plos one	3.234
Disparate metabolic effects of blackcurrant seed oil in rats fed a basal and obesogenic diet	european journal of nutrition	3.467
The gut: a triggering place for autism – possibilities and challenges	microbial ecology in health and disease	NO IMPACT
Comparative Genomics Revealed Genetic Diversity and Species/Strain-Level Differences in Carbohydrate Metabolism of Three Probiotic Bifidobacterial Species	international journal of genomics	0.953
Altered Goblet Cell Differentiation and Surface Mucus Properties in Hirschsprung Disease	plos one	3.234
Effect of Probiotic (VSL#3) and Omega-3 on Lipid Profile, Insulin Sensitivity, Inflammatory Markers, and Gut Colonization in Overweight Adults: A Randomized, Controlled Trial	mediators of inflammation	3.236
